Tiempo (ms),IR,AMB_IR,RED,AMB_RED,IR_net,RED_net
3016,48718,1169,33220,1149,47549,32071
3031,48637,1165,33161,1121,47472,32040
3048,48563,1136,33092,1108,47427,31984
3065,48526,1104,33036,1073,47422,31963
3081,48534,1119,33041,1090,47415,31951
3098,48573,1146,33067,1104,47427,31963
3115,48595,1172,33118,1144,47423,31974
3131,48598,1153,33098,1108,47445,31990
3148,48576,1125,33104,1103,47451,32001
3165,48592,1095,33097,1061,47497,32036
3181,48631,1111,33145,1084,47520,32061
3198,48698,1139,33191,1103,47559,32088
3215,48734,1175,33256,1143,47559,32113
3231,48733,1156,33232,1115,47577,32117
3248,48708,1125,33229,1105,47583,32124
3265,48705,1097,33208,1066,47608,32142
3281,48733,1115,33235,1091,47618,32144
3298,48778,1144,33266,1101,47634,32165
3315,48800,1174,33301,1135,47626,32166
3331,48790,1157,33274,1119,47633,32155
3348,48761,1125,33272,1102,47636,32170
3365,48757,1097,33244,1070,47660,32174
3381,48782,1112,33275,1082,47670,32193
3398,48826,1135,33308,1100,47691,32208
3415,48855,1176,33355,1133,47679,32222
3431,48848,1146,33330,1104,47702,32226
3448,48824,1119,33322,1092,47705,32230
3465,48822,1081,33297,1055,47741,32242
3481,48842,1098,33333,1075,47744,32258
3498,48884,1123,33362,1082,47761,32280
3515,48915,1158,33407,1124,47757,32283
3531,48898,1135,33371,1098,47763,32273
3548,48838,1104,33334,1077,47734,32257
3565,48785,1072,33249,1040,47713,32209
3581,48753,1094,33225,1063,47659,32162
3598,48742,1120,33189,1077,47622,32112
3615,48708,1145,33180,1113,47563,32067
3631,48669,1122,33121,1087,47547,32034
3648,48624,1094,33099,1067,47530,32032
3665,48609,1059,33058,1026,47550,32032
3681,48626,1069,33092,1048,47557,32044
3698,48671,1094,33117,1051,47577,32066
3715,48715,1126,33182,1099,47589,32083
3731,48722,1104,33179,1064,47618,32115
3748,48704,1078,33182,1049,47626,32133
3765,48713,1040,33166,1011,47673,32155
3781,48747,1055,33200,1030,47692,32170
3798,48792,1081,33243,1040,47711,32203
3815,48819,1110,33291,1079,47709,32212
3831,48813,1088,33279,1047,47725,32232
3848,48787,1059,33251,1031,47728,32220
3865,48779,1027,33229,991,47752,32238
3881,48804,1045,33261,1017,47759,32244
3898,48845,1063,33287,1029,47782,32258
3915,48872,1102,33334,1070,47770,32264
3931,48860,1076,33320,1041,47784,32279
3948,48835,1052,33300,1022,47783,32278
3965,48839,1030,33271,987,47809,32284
3981,48853,1035,33300,1011,47818,32289
3998,48898,1060,33329,1013,47838,32316
4015,48922,1074,33373,1058,47848,32315
4032,48919,1068,33364,1031,47851,32333
4047,48885,1045,33319,996,47840,32323
4064,48865,1008,33313,977,47857,32336
4081,48891,1039,33344,1002,47852,32342
4097,48935,1056,33382,1036,47879,32346
4114,48937,1093,33375,1051,47844,32324
4131,48871,1054,33287,1023,47817,32264
4147,48785,1039,33196,989,47746,32207
4164,48713,1004,33120,980,47709,32140
4181,48683,1032,33107,994,47651,32113
4197,48699,1048,33113,1033,47651,32080
4214,48718,1083,33118,1047,47635,32071
4231,48695,1051,33090,1019,47644,32071
4247,48660,1030,33051,982,47630,32069
4264,48656,1001,33053,971,47655,32082
4281,48693,1031,33092,996,47662,32096
4297,48747,1050,33150,1031,47697,32119
4314,48800,1083,33203,1049,47717,32154
4331,48805,1053,33190,1023,47752,32167
4347,48782,1031,33164,990,47751,32174
4364,48773,1005,33168,970,47768,32198
4381,48802,1033,33208,998,47769,32210
4397,48842,1045,33249,1032,47797,32217
4414,48882,1079,33269,1044,47803,32225
4431,48871,1047,33247,1023,47824,32224
4447,48840,1032,33222,988,47808,32234
4464,48827,1001,33214,965,47826,32249
4481,48850,1031,33242,994,47819,32248
4497,48894,1048,33296,1028,47846,32268
4514,48937,1080,33325,1044,47857,32281
4531,48922,1051,33297,1020,47871,32277
4547,48896,1027,33267,987,47869,32280
4564,48891,997,33263,967,47894,32296
4581,48914,1023,33293,988,47891,32305
4597,48954,1040,33338,1029,47914,32309
4614,48988,1081,33367,1036,47907,32331
4631,48976,1045,33349,1015,47931,32334
4647,48949,1025,33325,980,47924,32345
4664,48910,1000,33278,965,47910,32313
4681,48873,1018,33253,981,47855,32272
4697,48845,1037,33194,1017,47808,32177
4714,48827,1067,33176,1029,47760,32147
4731,48753,1038,33099,1000,47715,32099
4747,48691,1014,33044,970,47677,32074
4764,48654,985,32987,952,47669,32035
4781,48674,1012,33025,978,47662,32047
4797,48713,1027,33045,1011,47686,32034
4814,48764,1067,33105,1032,47697,32073
4831,48752,1033,33085,1007,47719,32078
4847,48750,1021,33096,969,47729,32127
4864,48740,985,33073,953,47755,32120
4881,48780,1001,33127,977,47779,32150
4897,48838,1028,33158,1012,47810,32146
4914,48883,1061,33221,1025,47822,32196
4931,48868,1040,33197,998,47828,32199
4947,48850,1014,33200,971,47836,32229
4964,48824,981,33167,954,47843,32213
4981,48867,1001,33197,974,47866,32223
4997,48908,1026,33225,1012,47882,32213
5014,48947,1063,33282,1023,47884,32259
5031,48932,1036,33254,1002,47896,32252
5048,48912,1010,33245,963,47902,32282
5063,48902,982,33231,953,47920,32278
5080,48947,1010,33253,970,47937,32283
5097,48971,1039,33300,1004,47932,32296
5113,49019,1057,33317,1019,47962,32298
5130,48990,1022,33319,997,47968,32322
5147,48984,994,33287,962,47990,32325
5163,48958,972,33303,948,47986,32355
5180,48998,1005,33315,964,47993,32351
5197,49027,1036,33366,1005,47991,32361
5213,49043,1051,33345,1015,47992,32330
5230,48958,1023,33269,991,47935,32278
5247,48874,985,33166,963,47889,32203
5263,48783,972,33095,942,47811,32153
5280,48759,998,33045,961,47761,32084
5297,48747,1032,33047,994,47715,32053
5313,48766,1048,33032,1013,47718,32019
5330,48725,1012,33016,988,47713,32028
5347,48709,981,32986,951,47728,32035
5363,48696,965,32997,940,47731,32057
5380,48746,991,33008,953,47755,32055
5397,48785,1025,33072,995,47760,32077
5413,48835,1037,33096,1006,47798,32090
5430,48820,1006,33101,979,47814,32122
5447,48816,971,33084,945,47845,32139
5463,48806,958,33099,929,47848,32170
5480,48856,984,33120,948,47872,32172
5497,48878,1018,33174,981,47860,32193
5513,48920,1031,33192,999,47889,32193
5530,48899,998,33165,975,47901,32190
5547,48882,964,33131,936,47918,32195
5563,48865,945,33138,918,47920,32220
5580,48909,972,33175,930,47937,32245
5597,48946,1010,33226,973,47936,32253
5613,48979,1022,33255,987,47957,32268
5630,48954,983,33233,961,47971,32272
5647,48944,955,33198,916,47989,32282
5663,48926,935,33192,906,47991,32286
5680,48969,962,33217,921,48007,32296
5697,48997,995,33270,955,48002,32315
5713,49041,1009,33296,974,48032,32322
5730,49009,972,33279,944,48037,32335
5747,49006,937,33255,914,48069,32341
5763,48960,922,33213,895,48038,32318
5780,48935,946,33177,916,47989,32261
5797,48878,966,33140,946,47912,32194
5813,48842,1000,33074,968,47842,32106
5830,48757,968,32991,938,47789,32053
5847,48706,946,32927,902,47760,32025
5863,48673,914,32908,889,47759,32019
5880,48707,943,32936,905,47764,32031
5897,48740,960,32982,944,47780,32038
5913,48782,995,33007,958,47787,32049
5930,48765,959,32996,934,47806,32062
5947,48774,948,32967,901,47826,32066
5963,48770,909,32993,878,47861,32115
5980,48832,943,33045,905,47889,32140
5997,48864,956,33112,942,47908,32170
6013,48917,992,33133,963,47925,32170
6030,48891,958,33115,935,47933,32180
6047,48884,945,33087,893,47939,32194
6064,48869,905,33072,878,47964,32194
6079,48901,934,33133,915,47967,32218
6096,48952,976,33162,936,47976,32226
6113,48981,967,33181,951,48014,32230
6129,48955,955,33161,914,48000,32247
6146,48940,921,33151,897,48019,32254
6163,48933,926,33172,873,48007,32299
6179,48990,935,33205,908,48055,32297
6196,49044,970,33238,940,48074,32298
6213,49072,973,33264,958,48099,32306
6229,49049,953,33246,921,48096,32325
6246,49027,925,33237,895,48102,32342
6263,49022,932,33248,878,48090,32370
6279,49075,937,33279,916,48138,32363
6296,49129,975,33318,937,48154,32381
6313,49118,970,33307,953,48148,32354
6329,49033,957,33227,917,48076,32310
6346,48944,927,33113,895,48017,32218
6363,48860,929,33052,878,47931,32174
6379,48848,940,33039,913,47908,32126
6396,48867,980,33037,940,47887,32097
6413,48864,967,33023,950,47897,32073
6429,48841,958,33009,922,47883,32087
6446,48816,921,32984,896,47895,32088
6463,48819,929,33007,877,47890,32130
6479,48872,933,33035,909,47939,32126
6496,48939,972,33103,940,47967,32163
6513,48986,969,33138,958,48017,32180
6529,48978,962,33154,923,48016,32231
6546,48965,926,33134,901,48039,32233
6563,48964,932,33148,883,48032,32265
6579,49020,940,33184,919,48080,32265
6596,49075,978,33240,944,48097,32296
6613,49104,985,33259,966,48119,32293
6629,49074,966,33248,928,48108,32320
6646,49054,939,33221,914,48115,32307
6663,49053,925,33232,893,48128,32339
6679,49093,955,33261,935,48138,32326
6696,49147,988,33307,957,48159,32350
6713,49176,1009,33332,978,48167,32354
6729,49158,978,33320,939,48180,32381
6746,49137,946,33301,919,48191,32382
6763,49125,931,33307,900,48194,32407
6779,49173,952,33329,932,48221,32397
6796,49228,995,33384,958,48233,32426
6813,49245,1011,33382,973,48234,32409
6829,49219,972,33377,936,48247,32441
6846,49188,945,33348,915,48243,32433
6863,49143,925,33304,897,48218,32407
6879,49123,957,33257,930,48166,32327
6896,49116,995,33237,955,48121,32282
6913,49073,1004,33192,975,48069,32217
6929,49009,975,33138,934,48034,32204
6946,48964,935,33078,913,48029,32165
6963,48939,922,33080,895,48017,32185
6979,48988,951,33099,927,48037,32172
6996,49039,986,33155,948,48053,32207
7013,49083,1006,33179,973,48077,32206
7030,49064,968,33186,928,48096,32258
7046,49057,937,33168,908,48120,32260
7063,49068,924,33181,893,48144,32288
7080,49118,956,33221,924,48162,32297
7095,49174,991,33300,972,48183,32328
7112,49180,990,33289,973,48190,32316
7129,49170,960,33261,937,48210,32324
7145,49134,943,33222,897,48191,32325
7162,49149,949,33244,896,48200,32348
7179,49167,973,33268,927,48194,32341
7195,49212,984,33324,963,48228,32361
7212,49213,976,33318,964,48237,32354
7229,49202,952,33295,925,48250,32370
7245,49185,924,33256,883,48261,32373
7262,49195,918,33277,872,48277,32405
7279,49219,949,33325,910,48270,32415
7295,49269,972,33361,942,48297,32419
7312,49268,958,33366,945,48310,32421
7329,49261,937,33347,903,48324,32444
7345,49234,904,33325,866,48330,32459
7362,49249,917,33326,864,48332,32462
7379,49244,939,33337,900,48305,32437
7395,49239,958,33304,939,48281,32365
7412,49184,959,33260,944,48225,32316
7429,49107,926,33168,901,48181,32267
7445,49026,907,33094,868,48119,32226
7462,49010,906,33063,858,48104,32205
7479,49018,939,33088,898,48079,32190
7495,49054,955,33109,937,48099,32172
7512,49054,950,33125,940,48104,32185
7529,49055,929,33100,904,48126,32196
7545,49035,897,33084,863,48138,32221
7562,49062,908,33105,858,48154,32247
7579,49100,917,33168,890,48183,32278
7595,49159,952,33201,933,48207,32268
7612,49173,950,33235,937,48223,32298
7629,49174,936,33217,900,48238,32317
