Tiempo (ms),IR,AMB_IR,RED,AMB_RED,IR_net,RED_net
15007,28985,6289,4168,6231,22696,-2063
15024,28924,6132,4062,6167,22792,-2105
15041,28740,6028,3979,6010,22712,-2031
15057,28894,6139,4145,6069,22755,-1924
15074,28933,6132,4198,6128,22801,-1930
15091,28971,6135,4283,6147,22836,-1864
15107,29167,6294,4484,6241,22873,-1757
15124,29127,6148,4393,6183,22979,-1790
15141,28933,6051,4282,6026,22882,-1744
15157,29043,6149,4367,6090,22894,-1723
15174,28964,6133,4239,6139,22831,-1900
15191,28822,6130,4020,6141,22692,-2121
15208,28779,6266,3794,6219,22513,-2425
15223,28422,6090,3352,6040,22332,-2688
15240,28177,5960,2977,5952,22217,-2975
15257,28168,6071,2922,6054,22097,-3132
15273,28092,6040,2791,6047,22052,-3256
15290,28117,6063,2757,6055,22054,-3298
15307,28182,6200,2822,6151,21982,-3329
15323,28019,6039,2749,5987,21980,-3238
15340,27965,5921,2692,5917,22044,-3225
15357,28153,6052,2891,6043,22101,-3152
15373,28197,6053,3002,6054,22144,-3052
15390,28319,6079,3089,6058,22240,-2969
15407,28417,6236,3214,6180,22181,-2966
15423,28256,6061,3131,6014,22195,-2883
15440,28180,5948,3002,5952,22232,-2950
15457,28291,6084,3119,6066,22207,-2947
15473,28288,6077,3125,6071,22211,-2946
15490,28392,6100,3167,6090,22292,-2923
15507,28485,6246,3294,6196,22239,-2902
15523,28336,6083,3244,6091,22253,-2847
15540,28300,5967,3172,5969,22333,-2797
15557,28443,6099,3342,6088,22344,-2746
15573,28474,6098,3421,6089,22376,-2668
15590,28613,6117,3502,6119,22496,-2617
15607,28717,6276,3664,6220,22441,-2556
15623,28579,6107,3637,6123,22472,-2486
15640,28524,5989,3556,6003,22535,-2447
15657,28671,6128,3707,6118,22543,-2411
15673,28676,6114,3734,6111,22562,-2377
15690,28708,6139,3776,6138,22569,-2362
15707,28855,6276,3898,6226,22579,-2328
15723,28705,6108,3853,6126,22597,-2273
15740,28648,5993,3752,6014,22655,-2262
15757,28798,6136,3922,6122,22662,-2200
15773,28832,6119,3980,6118,22713,-2138
15790,28875,6148,4064,6143,22727,-2079
15807,29046,6288,4204,6235,22758,-2031
15823,28889,6124,4139,6137,22765,-1998
15840,28804,6009,4031,6026,22795,-1995
15857,28905,6141,4090,6129,22764,-2039
15873,28797,6128,3891,6123,22669,-2232
15890,28633,6139,3620,6130,22494,-2510
15907,28576,6271,3400,6210,22305,-2810
15923,28235,6076,2987,6091,22159,-3104
15940,28009,5945,2672,5960,22064,-3288
15957,28054,6064,2662,6057,21990,-3395
15973,27999,6055,2581,6046,21944,-3465
15990,27987,6076,2576,6061,21911,-3485
16007,28127,6206,2679,6154,21921,-3475
16023,27987,6040,2643,6055,21947,-3412
16040,27969,5922,2628,5935,22047,-3307
16057,28144,6061,2843,6050,22083,-3207
16073,28188,6056,2929,6048,22132,-3119
16090,28227,6084,2983,6073,22143,-3090
16107,28354,6228,3079,6158,22126,-3079
16123,28182,6033,2970,6064,22149,-3094
16140,28107,5926,2849,5938,22181,-3089
16157,28223,6054,2966,6045,22169,-3079
16173,28225,6039,2975,6040,22186,-3065
16190,28258,6083,3024,6064,22175,-3040
16207,28401,6209,3156,6137,22192,-2981
16224,28263,6034,3105,6050,22229,-2945
16239,28273,5924,3043,6041,22349,-2998
16256,28373,6055,3232,6051,22318,-2819
16273,28417,6049,3284,6041,22368,-2757
16289,28547,6087,3377,6189,22460,-2812
16306,28532,6142,3531,6149,22390,-2618
16323,28492,6037,3401,5972,22455,-2571
16339,28493,5931,3418,6053,22562,-2635
16356,28588,6049,3580,6039,22539,-2459
16373,28610,6043,3614,6040,22567,-2426
16389,28729,6097,3667,6196,22632,-2529
16406,28685,6138,3794,6147,22547,-2353
16423,28635,6032,3636,5969,22603,-2333
16439,28649,5925,3662,5933,22724,-2271
16456,28739,6051,3836,6047,22688,-2211
16473,28776,6044,3887,6040,22732,-2153
16489,28917,6102,3994,6059,22815,-2065
16506,28973,6129,4129,6137,22844,-2008
16523,28818,6022,3965,5954,22796,-1989
16539,28806,5914,3912,5916,22892,-2004
16556,28772,6028,3884,6029,22744,-2145
16573,28605,6013,3603,6008,22592,-2405
16589,28509,6059,3226,6020,22450,-2794
16606,28313,6072,2998,6078,22241,-3080
16623,27991,5939,2549,5880,22052,-3331
16639,27880,5836,2338,5833,22044,-3495
16656,27850,5945,2354,5939,21905,-3585
16673,27803,5927,2276,5921,21876,-3645
16689,27892,5986,2260,5935,21906,-3675
16706,27906,6005,2362,6020,21901,-3658
16723,27769,5889,2224,5833,21880,-3609
16739,27823,5804,2298,5796,22019,-3498
16756,27932,5924,2522,5923,22008,-3401
16773,27982,5932,2585,5924,22050,-3339
16789,28126,6017,2661,5953,22109,-3292
16806,28136,6028,2766,6037,22108,-3271
16823,27977,5913,2570,5855,22064,-3285
16839,27994,5836,2542,5812,22158,-3270
16856,28031,5940,2681,5924,22091,-3243
16873,28039,5919,2682,5917,22120,-3235
16889,28178,6004,2735,5937,22174,-3202
16906,28203,6004,2875,6021,22199,-3146
16923,28072,5894,2734,5833,22178,-3099
