Tiempo (ms),IR,AMB_IR,RED,AMB_RED,IR_net,RED_net
12009,30167,650,2225,646,29517,1579
12026,30211,655,2264,637,29556,1627
12043,30255,659,2338,645,29596,1693
12060,30288,668,2406,652,29620,1754
12076,30338,676,2452,662,29662,1790
12093,30356,679,2475,659,29677,1816
12110,30342,649,2479,654,29693,1825
12126,30352,657,2475,639,29695,1836
12143,30357,663,2485,649,29694,1836
12160,30353,665,2495,649,29688,1846
12175,30383,678,2516,663,29705,1853
12192,30384,669,2527,661,29715,1866
12209,30379,656,2530,635,29723,1895
12225,30408,659,2558,638,29749,1920
12242,30439,667,2601,647,29772,1954
12259,30456,669,2639,652,29787,1987
12275,30504,684,2685,672,29820,2013
12292,30509,673,2710,660,29836,2050
12309,30506,654,2716,634,29852,2082
12325,30534,655,2745,641,29879,2104
12342,30564,671,2782,647,29893,2135
12359,30574,663,2819,652,29911,2167
12375,30615,678,2848,667,29937,2181
12392,30621,668,2865,662,29953,2203
12409,30615,650,2870,631,29965,2239
12425,30650,655,2899,646,29995,2253
12442,30671,667,2935,646,30004,2289
12459,30650,661,2923,650,29989,2273
12475,30614,684,2822,663,29930,2159
12492,30474,672,2646,661,29802,1985
12509,30326,649,2451,630,29677,1821
12525,30228,655,2288,637,29573,1651
12542,30170,664,2197,643,29506,1554
12559,30131,662,2165,656,29469,1509
12575,30144,682,2163,663,29462,1500
12592,30139,669,2175,659,29470,1516
12609,30139,648,2188,631,29491,1557
12625,30181,657,2240,643,29524,1597
12642,30220,666,2306,642,29554,1664
12659,30254,663,2370,651,29591,1719
12675,30314,678,2428,661,29636,1767
12692,30322,669,2457,658,29653,1799
12709,30316,652,2460,636,29664,1824
12725,30342,659,2477,640,29683,1837
12742,30358,666,2494,646,29692,1848
12759,30351,664,2500,649,29687,1851
12775,30377,680,2517,668,29697,1849
12792,30379,659,2529,656,29720,1873
12809,30364,653,2528,631,29711,1897
12825,30394,662,2555,642,29732,1913
12842,30411,664,2585,644,29747,1941
12859,30440,665,2628,650,29775,1978
12875,30483,685,2667,670,29798,1997
12892,30505,669,2695,660,29836,2035
12909,30494,654,2714,634,29840,2080
12925,30528,656,2745,643,29872,2102
12942,30557,667,2784,649,29890,2135
12959,30578,675,2822,656,29903,2166
12975,30613,684,2856,667,29929,2189
12992,30628,668,2864,659,29960,2205
13009,30617,659,2876,637,29958,2239
13025,30650,660,2905,638,29990,2267
13042,30672,674,2952,647,29998,2305
13059,30689,663,2986,651,30026,2335
13075,30720,686,2997,667,30034,2330
13092,30680,669,2928,669,30011,2259
13109,30539,659,2768,638,29880,2130
13126,30412,659,2539,639,29753,1900
13142,30277,667,2360,643,29610,1717
13159,30176,664,2231,653,29512,1578
13176,30146,683,2154,662,29463,1492
13191,30103,666,2108,646,29437,1462
13208,30091,653,2096,630,29438,1466
13225,30111,655,2127,634,29456,1493
13241,30141,667,2180,643,29474,1537
13258,30185,679,2228,650,29506,1578
13275,30221,684,2284,668,29537,1616
13291,30238,667,2330,650,29571,1680
13308,30261,648,2360,632,29613,1728
13325,30289,653,2391,639,29636,1752
13341,30322,669,2431,650,29653,1781
13358,30337,676,2441,651,29661,1790
13375,30347,683,2448,665,29664,1783
13391,30334,668,2453,644,29666,1809
13408,30329,653,2451,637,29676,1814
13425,30340,658,2468,636,29682,1832
13441,30367,668,2498,647,29699,1851
13458,30393,676,2531,649,29717,1882
13475,30420,680,2564,664,29740,1900
13491,30425,665,2595,648,29760,1947
13508,30437,656,2612,630,29781,1982
13525,30464,654,2644,638,29810,2006
13541,30491,668,2676,647,29823,2029
13558,30523,678,2726,649,29845,2077
13575,30553,685,2755,664,29868,2091
13591,30557,665,2782,649,29892,2133
13608,30562,652,2781,630,29910,2151
13625,30587,650,2817,639,29937,2178
13641,30612,667,2846,648,29945,2198
13658,30639,681,2884,652,29958,2232
13675,30663,683,2910,664,29980,2246
13691,30649,672,2905,660,29977,2245
13708,30605,656,2832,639,29949,2193
13725,30514,651,2703,641,29863,2062
13741,30404,672,2516,643,29732,1873
13758,30269,679,2357,652,29590,1705
13775,30205,684,2237,664,29521,1573
13791,30135,669,2144,655,29466,1489
13808,30097,653,2111,633,29444,1478
13825,30125,654,2125,643,29471,1482
13841,30157,664,2172,642,29493,1530
13858,30179,676,2219,646,29503,1573
13875,30228,678,2280,663,29550,1617
13891,30253,668,2331,659,29585,1672
13908,30267,656,2367,630,29611,1737
13925,30315,658,2414,636,29657,1778
13941,30349,662,2460,645,29687,1815
13958,30347,673,2488,640,29674,1848
13975,30391,682,2512,668,29709,1844
13991,30374,669,2507,660,29705,1847
14008,30358,652,2496,628,29706,1868
14025,30371,652,2497,633,29719,1864
14041,30392,663,2518,639,29729,1879
14058,30402,676,2562,654,29726,1908
14075,30443,680,2595,666,29763,1929
14091,30453,668,2619,654,29785,1965
14108,30456,651,2633,636,29805,1997
14125,30470,659,2667,642,29811,2025
14141,30518,669,2718,643,29849,2075
14158,30538,678,2753,648,29860,2105
14175,30575,683,2796,664,29892,2132
14192,30581,668,2810,661,29913,2149
14207,30593,655,2820,639,29938,2181
14224,30612,663,2844,641,29949,2203
14241,30632,666,2870,650,29966,2220
14257,30665,680,2903,666,29985,2237
14274,30677,680,2941,669,29997,2272
14291,30679,669,2955,649,30010,2306
14307,30662,662,2914,646,30000,2268
14324,30598,665,2800,648,29933,2152
14341,30464,671,2632,655,29793,1977
14357,30342,676,2410,666,29666,1744
14374,30236,682,2255,667,29554,1588
14391,30150,664,2150,652,29486,1498
14407,30108,656,2093,639,29452,1454
14424,30117,658,2106,642,29459,1464
14441,30141,666,2140,647,29475,1493
14457,30177,682,2197,664,29495,1533
14474,30214,681,2257,668,29533,1589
14491,30236,673,2296,651,29563,1645
14507,30264,655,2345,636,29609,1709
14524,30302,665,2394,640,29637,1754
14541,30333,671,2439,653,29662,1786
14557,30368,681,2476,651,29687,1825
14574,30363,685,2499,667,29678,1832
14591,30357,672,2488,655,29685,1833
14607,30368,657,2484,639,29711,1845
14624,30382,664,2498,649,29718,1849
14641,30395,672,2521,657,29723,1864
14657,30417,682,2545,658,29735,1887
14674,30444,689,2582,674,29755,1908
14691,30450,674,2595,653,29776,1942
14707,30462,658,2626,641,29804,1985
14724,30489,671,2659,653,29818,2006
14741,30523,672,2702,662,29851,2040
14757,30553,685,2741,657,29868,2084
14774,30586,689,2790,672,29897,2118
14791,30586,678,2794,659,29908,2135
14807,30599,664,2821,647,29935,2174
14824,30619,668,2841,648,29951,2193
