Tiempo (ms);IR;AMB_IR;RED;AMB_RED
5014;35415;2368;7100;2349
5031;35523;2402;7205;2380
5048;35603;2425;7318;2404
5063;35669;2432;7398;2416
5080;35692;2408;7426;2377
5097;35662;2345;7410;2320
5113;35632;2295;7385;2272
5130;35631;2284;7378;2262
5147;35640;2297;7387;2273
5163;35669;2316;7426;2301
5180;35702;2338;7458;2314
5197;35735;2338;7486;2324
5213;35760;2346;7524;2321
5230;35806;2358;7591;2337
5247;35864;2379;7652;2357
5263;35927;2395;7728;2374
5280;35988;2419;7809;2395
5297;36037;2424;7862;2399
5313;36065;2409;7903;2389
5330;36107;2416;7957;2391
5347;36142;2421;8005;2399
5363;36197;2438;8072;2414
5380;36234;2461;8120;2433
5397;36276;2466;8159;2445
5413;36305;2479;8197;2460
5430;36343;2501;8252;2484
5447;36405;2533;8308;2516
5463;36470;2585;8379;2561
5480;36528;2614;8437;2589
5497;36521;2564;8440;2533
5513;36474;2472;8406;2447
5530;36485;2434;8426;2420
5547;36561;2465;8512;2444
5563;36634;2527;8579;2504
5580;36579;2559;8472;2533
5597;36253;2498;8080;2482
5613;35871;2432;7542;2409
5630;35571;2408;7148;2391
5647;35330;2405;6885;2386
5663;35221;2414;6707;2393
5680;35160;2423;6638;2400
5697;35103;2385;6587;2370
5713;35059;2336;6556;2313
5730;35056;2308;6564;2288
5747;35094;2307;6614;2287
5763;35153;2323;6695;2309
5780;35218;2355;6781;2330
5797;35280;2368;6850;2349
5813;35315;2380;6901;2356
5830;35340;2385;6926;2366
5847;35347;2379;6935;2361
5863;35350;2395;6934;2377
5880;35360;2415;6946;2384
5897;35367;2418;6956;2391
5913;35374;2410;6975;2393
5930;35392;2415;6997;2392
5947;35428;2410;7035;2391
5963;35466;2414;7099;2394
5980;35507;2420;7155;2393
5997;35564;2428;7212;2402
6013;35610;2432;7281;2404
6030;35654;2435;7339;2416
6047;35701;2435;7389;2416
6064;35733;2432;7437;2419
6079;35773;2435;7479;2417
6096;35799;2436;7516;2417
6113;35840;2447;7547;2425
6129;35882;2472;7598;2448
6146;35918;2478;7643;2458
6163;35942;2480;7677;2454
6179;35954;2455;7691;2438
6196;35955;2430;7715;2404
