Tiempo (ms);IR;AMB_IR;RED;AMB_RED
5014;59612;862;61981;820
5031;59626;864;62008;835
5048;59648;890;62047;858
5063;59663;887;62070;849
5080;59652;873;62055;834
5097;59659;862;62038;831
5113;59663;858;62054;826
5130;59686;875;62053;833
5147;59696;888;62075;857
5163;59669;887;62028;841
5180;59606;874;61957;838
5197;59535;859;61860;828
5213;59429;858;61712;824
5230;59372;870;61610;829
5247;59344;887;61585;854
5263;59353;887;61592;847
5280;59370;871;61601;830
5297;59414;861;61664;824
5313;59457;857;61716;824
5330;59504;879;61779;832
5347;59544;889;61840;853
5363;59558;880;61843;833
5380;59565;872;61840;836
5397;59586;857;61886;833
5413;59585;861;61885;826
5430;59613;873;61914;835
5447;59623;887;61917;852
5463;59613;885;61904;840
5480;59599;870;61895;832
5497;59599;859;61857;826
5513;59601;864;61867;825
5530;59629;878;61897;832
5547;59646;888;61943;853
5563;59656;883;61941;839
5580;59650;867;61921;831
5597;59659;855;61916;820
5613;59675;855;61944;821
5630;59698;877;61997;828
5647;59737;884;61985;851
5663;59731;884;62015;841
5680;59721;870;62030;837
5697;59731;857;61984;827
5713;59742;861;62014;827
5730;59757;877;62023;829
5747;59788;883;62052;851
5763;59778;885;62067;843
5780;59772;869;62063;835
5797;59779;866;62047;826
5813;59774;859;62042;826
5830;59802;875;62046;829
5847;59823;879;62078;845
5863;59828;883;62094;840
5880;59808;866;62114;830
5897;59820;859;62112;820
5913;59826;858;62134;825
5930;59851;878;62127;834
5947;59867;882;62135;848
5963;59865;880;62149;836
5980;59859;861;62100;832
5997;59846;861;62079;822
6013;59835;856;62070;824
6030;59813;879;62019;827
6047;59765;878;61953;844
6064;59666;879;61828;837
6079;59583;864;61704;819
6096;59550;856;61679;821
6113;59567;865;61682;823
6129;59611;871;61741;834
6146;59656;883;61806;845
6163;59687;872;61842;833
6179;59704;859;61855;817
6196;59719;851;61887;818
6213;59751;865;61916;822
6229;59780;870;61961;836
6246;59798;877;61977;844
6263;59808;874;61972;832
6279;59795;864;61966;817
6296;59787;848;61935;813
6313;59788;863;61971;822
6329;59809;874;61977;833
6346;59814;881;61930;839
6363;59822;872;61970;839
6379;59811;862;61966;813
6396;59816;854;61973;816
6413;59831;866;61991;819
6429;59864;873;62013;837
6446;59875;885;62035;841
6463;59888;874;62020;841
6479;59875;858;62020;818
6496;59882;853;62029;813
6513;59901;863;62061;820
6529;59928;879;62080;835
6546;59938;887;62052;843
6563;59942;873;62058;837
6579;59926;862;62057;817
6596;59930;858;62096;812
6613;59944;861;62095;818
6629;59964;869;62119;834
6646;59977;876;62126;836
6663;59983;874;62128;834
6679;59969;856;62090;812
6696;59969;853;62117;806
6713;59987;855;62088;816
6729;60003;874;62149;834
6746;60016;882;62157;838
6763;60025;874;62132;834
6779;60012;861;62147;820
6796;60012;854;62152;814
6813;60022;858;62163;818
6829;60027;870;62137;834
6846;59992;883;62093;841
6863;59931;872;61985;829
6879;59828;862;61849;814
6896;59726;847;61718;808
6913;59673;855;61652;818
6929;59678;870;61665;830
6946;59705;878;61685;833
6963;59737;875;61695;833
6979;59746;856;61750;814
6996;59772;844;61777;807
7013;59807;850;61823;818
7029;59850;872;61866;830
7046;59875;877;61893;837
7063;59885;869;61898;832
7080;59885;852;61898;816
7095;59888;850;61914;810
7112;59904;860;61932;819
7129;59921;878;61929;827
7145;59925;878;61944;836
7162;59912;862;61910;832
7179;59905;850;61907;810
7195;59906;846;61907;809
7212;59926;863;61906;818
7229;59945;872;61936;834
7245;59967;879;61970;837
7262;59965;862;61969;828
7279;59963;847;61980;809
7295;59969;850;61975;809
7312;59988;861;61988;818
7329;60017;876;62020;832
7345;60035;881;62035;831
7362;60019;863;62030;826
7379;60026;850;62028;810
7395;60025;851;62042;812
7412;60051;860;62057;814
7429;60069;873;62058;830
7445;60086;876;62076;834
7462;60076;860;62072;828
7479;60074;845;62062;813
7495;60074;848;62051;811
7512;60096;862;62074;816
7529;60110;867;62130;828
7545;60123;874;62110;831
7562;60115;862;62106;828
7579;60118;856;62092;809
7595;60117;850;62090;809
7612;60136;858;62105;816
7629;60153;868;62143;831
7645;60163;879;62174;832
7662;60133;864;62094;828
7679;60089;858;62047;811
7695;60040;846;61941;808
7712;59964;859;61848;817
7729;59871;870;61712;828
7745;59817;872;61675;831
7762;59789;862;61632;822
7779;59804;850;61631;810
7795;59828;844;61694;808
7812;59882;863;61710;811
7829;59924;874;61801;832
7845;59959;877;61828;831
7862;59967;861;61845;825
7879;59978;852;61854;809
7895;59996;852;61876;811
7912;60028;857;61906;814
7929;60047;869;61931;830
7945;60049;869;61910;833
7962;60039;858;61916;824
7979;60029;851;61889;809
7995;60025;850;61878;808
8012;60045;865;61902;822
8029;60059;874;61953;837
8045;60073;877;61914;836
8062;60067;863;61927;828
8079;60073;856;61924;813
8096;60085;853;61956;810
8111;60113;864;61977;831
8128;60144;875;61999;830
8145;60151;874;62001;832
8161;60139;861;61997;815
8178;60139;846;62006;809
8195;60150;854;62015;810
8211;60181;862;62049;829
8228;60196;871;62079;833
8245;60204;866;62038;829
8261;60198;857;62085;813
8278;60196;853;62072;812
8295;60204;859;62055;818
8311;60223;863;62096;826
8328;60247;874;62091;836
8345;60251;871;62117;830
8361;60244;865;62116;814
8378;60240;853;62119;814
8395;60250;853;62080;812
8411;60278;867;62114;835
8428;60295;875;62130;839
8445;60299;876;62126;835
8461;60286;862;62149;814
8478;60275;849;62130;807
8495;60269;848;62113;810
8511;60253;862;62075;830
8528;60221;878;62022;833
8545;60123;873;61866;831
8561;60029;866;61739;816
8578;59964;850;61673;809
8595;59952;851;61667;809
8611;59994;859;61698;828
8628;60039;872;61762;838
8645;60074;873;61794;833
8661;60093;863;61831;813
8678;60100;848;61840;806
8695;60127;852;61877;814
8711;60168;862;61914;831
8728;60195;879;61922;832
8745;60205;879;61964;833
8761;60193;860;61959;814
8778;60184;845;61919;808
8795;60187;852;61929;813
8811;60189;860;61915;825
8828;60201;880;61914;831
8845;60192;875;61904;830
8861;60180;856;61909;810
8878;60184;844;61913;805
8895;60193;850;61926;812
8911;60227;859;61980;828
8928;60250;874;61971;829
8945;60255;872;61977;829
8961;60251;859;61991;815
8978;60254;846;61969;803
8995;60273;844;62014;810
9011;60289;857;62012;823
9028;60304;874;62021;831
9045;60312;869;62020;827
9061;60312;856;62034;815
9078;60305;848;62051;809
9095;60315;848;62025;811
9112;60340;864;62056;816
9127;60357;876;62049;830
9144;60358;868;62091;829
9161;60355;857;62054;813
9177;60357;850;62053;811
9194;60365;852;62076;811
9211;60385;875;62126;829
9227;60396;875;62095;832
9244;60397;865;62130;826
9261;60395;855;62089;811
9277;60393;848;62109;805
9294;60406;854;62093;809
9311;60420;867;62130;830
9327;60424;874;62109;833
9344;60378;868;62050;829
9361;60330;858;61974;813
9377;60244;843;61878;805
9394;60185;851;61748;811
9411;60144;861;61726;824
9427;60146;875;61732;834
9444;60149;866;61762;828
9461;60169;856;61761;809
9477;60198;844;61801;801
9494;60240;855;61839;811
9511;60272;858;61883;826
9527;60305;877;61918;830
9544;60307;866;61938;826
9561;60306;857;61927;806
9577;60315;842;61945;800
9594;60322;849;61936;807
