Tiempo (ms);IR;AMB_IR;RED;AMB_RED
5014;54577;18213;31459;18170
5031;53881;17530;30713;17543
5048;53312;16930;29964;16965
5063;52834;16412;29507;16436
5080;52360;15908;28902;15864
5097;51858;15411;28393;15378
5113;51327;14808;27810;14823
5130;51528;14766;28265;14758
5147;51651;14778;28554;14754
5163;51695;14765;28602;14754
5180;51847;14821;28902;14802
5197;52017;14854;29164;14850
5213;52064;14859;29266;14840
5230;52088;14846;29337;14827
5247;52118;14839;29363;14821
5263;52113;14810;29310;14806
5280;52110;14800;29212;14777
5297;52107;14784;29171;14772
5313;52115;14774;29169;14760
5330;52150;14773;29207;14759
5347;52188;14795;29256;14766
5363;52191;14812;29250;14804
5380;52090;14831;29105;14816
5397;51855;14823;28833;14825
5413;51667;14819;28622;14801
5430;51522;14810;28460;14794
5447;51439;14826;28386;14798
5463;51451;14833;28411;14816
5480;51499;14845;28481;14835
5497;51576;14848;28558;14836
5513;51619;14841;28660;14829
5530;51686;14841;28770;14831
5547;51784;14856;28877;14826
5563;51891;14872;29021;14853
5580;51985;14889;29132;14866
5597;52065;14887;29226;14882
5613;52113;14891;29301;14874
5630;52138;14883;29357;14880
5647;52190;14901;29413;14880
5663;52241;14920;29473;14907
5680;52289;14937;29530;14929
5697;52336;14942;29583;14932
5713;52369;14951;29633;14937
5730;52407;14958;29693;14950
5747;52465;14972;29766;14955
5763;52527;14988;29831;14976
5780;52589;15008;29914;14990
5797;52639;15016;29979;15003
5813;52660;15006;30027;14991
5830;52691;14998;30063;14986
5847;52740;15005;30125;14993
5863;52781;15015;30176;15000
5880;52833;15032;30235;15010
5897;52878;15038;30292;15017
5913;52891;15029;30338;15009
5930;52922;15028;30370;15007
5947;52955;15023;30408;15008
5963;53004;15033;30466;15019
5980;53041;15049;30508;15022
5997;53073;15049;30559;15032
6014;53094;15037;30582;15028
6030;53113;15034;30642;15022
6047;53152;15042;30684;15026
6064;53190;15053;30729;15041
6079;53226;15056;30770;15043
6096;53225;15055;30778;15042
6113;53167;15039;30692;15023
6129;53031;15021;30520;15001
6146;52857;15008;30268;14984
6163;52615;14999;29999;14982
6179;52463;14985;29812;14973
6196;52370;14971;29691;14959
6213;52340;14957;29649;14943
6229;52355;14954;29679;14933
6246;52418;14956;29760;14937
6263;52492;14967;29858;14950
6279;52575;14974;29963;14957
6296;52646;14970;30068;14963
6313;52717;14970;30144;14955
6329;52762;14969;30207;14953
6346;52809;14974;30273;14956
6363;52848;14989;30331;14970
6379;52888;14994;30365;14972
6396;52900;14988;30393;14980
6413;52915;14979;30405;14965
6429;52924;14970;30417;14956
6446;52944;14979;30448;14961
6463;52984;14994;30510;14970
6479;53006;14995;30537;14977
6496;53023;14996;30568;14982
6513;53062;14990;30599;14975
6529;53071;14981;30629;14964
6546;53104;14984;30655;14967
6563;53162;15004;30731;14989
6579;53190;15005;30781;14993
6596;53224;15008;30822;14995
6613;53253;15006;30843;14987
6629;53266;15000;30875;14983
6646;53295;15004;30905;14982
6663;53328;15015;30944;14995
6679;53367;15021;30986;15003
6696;53386;15018;31022;15006
6713;53416;15013;31033;15001
6729;53432;15005;31076;14989
6746;53453;15015;31099;14995
6763;53493;15019;31154;15007
6779;53530;15036;31197;15018
6796;53539;15035;31230;15018
6813;53558;15021;31225;15005
6829;53558;15018;31225;14997
6846;53513;15010;31160;14986
6863;53389;14994;31006;14986
6879;53225;14988;30770;14969
6896;52999;14972;30481;14954
6913;52807;14947;30272;14933
6929;52696;14939;30134;14917
6946;52671;14926;30084;14905
6963;52687;14936;30129;14919
6979;52748;14939;30179;14918
6996;52804;14938;30256;14925
7013;52862;14935;30337;14918
7029;52917;14925;30408;14912
7046;52983;14933;30489;14917
7063;53048;14942;30570;14929
7080;53094;14952;30626;14941
7095;53124;14954;30663;14938
7112;53135;14945;30682;14933
7129;53150;14942;30695;14921
7145;53170;14940;30728;14926
7162;53188;14947;30742;14927
7179;53199;14959;30762;14931
7195;53220;14948;30784;14926
7212;53228;14933;30803;14926
7229;53245;14930;30820;14920
7245;53273;14938;30854;14926
7262;53303;14949;30894;14932
7279;53360;14958;30941;14940
7295;53366;14962;30981;14938
7312;53388;14948;31003;14936
7329;53410;14939;31017;14933
7345;53438;14949;31054;14939
7362;53476;14964;31109;14950
7379;53512;14969;31141;14951
7395;53538;14974;31195;14948
7412;53554;14963;31195;14954
7429;53569;14959;31223;14945
7445;53596;14959;31257;14950
7462;53628;14975;31291;14956
7479;53659;14984;31339;14970
7495;53682;14987;31372;14959
7512;53701;14974;31378;14961
7529;53707;14967;31398;14956
7545;53726;14970;31415;14957
7562;53751;14982;31440;14961
7579;53702;14978;31368;14962
7595;53569;14958;31176;14939
7612;53360;14934;30898;14913
7629;53084;14905;30579;14886
7645;52883;14883;30287;14871
7662;52754;14884;30140;14862
7679;52673;14869;30067;14861
7695;52670;14878;30068;14847
7712;52690;14861;30094;14846
7729;52729;14857;30128;14843
7745;52782;14857;30196;14849
7762;52850;14870;30279;14848
7779;52918;14871;30364;14860
7795;52982;14877;30452;14854
7812;53015;14867;30498;14852
7829;53053;14865;30542;14846
7845;53079;14857;30563;14850
7862;53102;14867;30597;14846
7879;53121;14871;30620;14855
7895;53129;14877;30637;14857
7912;53134;14860;30635;14848
7929;53145;14857;30642;14837
7945;53167;14859;30664;14846
