Tiempo (ms),IR,AMB_IR,RED,AMB_RED
5014,31187,8276,6876,8145
5031,31141,8242,6895,8235
5048,31090,8201,6846,8190
5063,31221,8316,6944,8327
5080,31032,8129,6825,8201
5097,30911,7969,6662,7961
5113,31000,8060,6771,8054
5130,30989,8031,6784,8030
5147,30999,8035,6840,8013
5163,31194,8151,6992,8140
5180,31049,7996,6958,8069
5197,30981,7850,6852,7836
5213,31098,7950,7005,7958
5230,31103,7939,7041,7920
5247,31116,7937,7100,7918
5263,31314,8058,7227,8046
5280,31138,7903,7151,7973
5297,31056,7770,7040,7757
5313,31165,7871,7154,7873
5330,31153,7862,7170,7857
5347,31160,7853,7227,7840
5363,31359,7974,7359,7968
5380,31206,7819,7325,7882
5397,31151,7685,7276,7671
5413,31267,7783,7396,7770
5430,31258,7752,7409,7747
5447,31220,7741,7395,7722
5463,31307,7845,7360,7826
5480,30952,7664,6939,7728
5497,30593,7493,6453,7484
5513,30479,7569,6203,7570
5530,30272,7520,5873,7522
5547,30121,7506,5712,7490
5563,30203,7612,5675,7593
5580,29967,7434,5504,7495
5597,29849,7307,5346,7306
5613,29959,7428,5461,7419
5630,29973,7414,5499,7420
5647,30024,7437,5606,7428
5663,30246,7579,5831,7554
5680,30114,7426,5789,7475
5697,30043,7298,5698,7292
5713,30160,7421,5800,7411
5730,30144,7407,5800,7397
5747,30151,7429,5818,7418
5763,30319,7579,5946,7538
5780,30135,7397,5810,7444
5797,30056,7285,5725,7279
5813,30212,7421,5889,7413
5830,30235,7420,5933,7418
5847,30291,7435,6020,7454
5863,30486,7604,6222,7564
5880,30349,7449,6154,7486
5897,30297,7368,6093,7340
5913,30465,7480,6284,7472
5930,30509,7487,6347,7474
5947,30568,7496,6436,7505
5963,30747,7703,6627,7641
5980,30625,7540,6548,7571
5997,30577,7478,6479,7446
6013,30758,7616,6668,7603
6030,30812,7645,6738,7644
6047,30898,7682,6850,7694
6064,31095,7878,7069,7818
6079,30977,7726,6905,7663
6096,30960,7614,6954,7623
6113,31104,7759,7138,7744
6129,31112,7746,7138,7740
6146,31194,7767,7145,7761
6163,31132,7827,7062,7835
6179,30769,7694,6575,7650
6196,30496,7553,6139,7580
6213,30357,7654,5945,7642
6229,30192,7620,5698,7623
6246,30184,7622,5534,7614
6263,30136,7659,5509,7671
6279,29907,7534,5246,7482
6296,29854,7416,5206,7425
6313,29948,7551,5347,7542
6329,29990,7555,5415,7555
6346,30155,7606,5541,7598
6363,30286,7701,5756,7718
6379,30171,7624,5656,7570
6396,30175,7526,5694,7538
6413,30282,7675,5835,7671
6429,30282,7671,5825,7660
6446,30375,7698,5843,7683
6463,30425,7763,5946,7780
6479,30295,7694,5796,7633
6496,30320,7618,5852,7634
6513,30510,7817,6094,7831
6529,30623,7914,6237,7909
6546,30809,8004,6366,7987
6563,30928,8090,6548,8112
6579,30953,8154,6698,8088
6596,31037,8116,6710,8122
6613,31211,8303,6940,8298
6629,31291,8358,7055,8349
6646,31471,8463,7183,8442
6663,31574,8545,7343,8554
6679,31446,8460,7300,8394
6696,31481,8394,7246,8396
6713,31584,8528,7428,8523
6729,31634,8552,7493,8550
6746,31803,8630,7600,8592
6763,31883,8733,7758,8703
6779,31760,8585,7735,8520
6796,31788,8489,7666,8484
6813,31848,8597,7815,8585
6829,31837,8576,7805,8569
6846,31893,8634,7711,8576
6863,31734,8682,7554,8636
6879,31345,8463,7059,8405
6896,31128,8356,6593,8313
6913,30948,8409,6414,8398
6929,30797,8346,6166,8343
6946,30784,8374,6028,8295
6963,30655,8354,5981,8307
6979,30368,8072,5743,7998
6996,30284,7902,5523,7846
7013,30237,7897,5595,7893
7029,30225,7831,5613,7832
7046,30360,7888,5683,7793
7063,30365,7899,5812,7864
7080,30207,7705,5747,7638
7095,30249,7645,5767,7716
7112,30230,7700,5729,7685
7129,30198,7675,5684,7651
7145,30326,7743,5833,7791
7162,30201,7717,5794,7747
7179,30185,7544,5654,7569
7195,30296,7632,5824,7696
7212,30347,7729,5913,7719
7229,30408,7759,5977,7738
7245,30622,7863,6226,7911
7262,30533,7850,6260,7876
7279,30539,7679,6160,7705
7295,30678,7780,6358,7855
7312,30804,7956,6532,7954
7329,30973,8081,6693,8075
7345,31294,8330,7044,8372
7362,31314,8413,7162,8457
7379,31381,8343,7117,8374
7395,31563,8495,7228,8552
7412,31645,8634,7456,8627
7429,31755,8715,7579,8693
7445,31989,8858,7729,8913
7462,31918,8832,7883,8886
7479,31895,8667,7758,8693
7495,31986,8724,7787,8785
7512,31990,8775,7925,8761
7529,31945,8744,7882,8720
7545,31988,8787,7751,8849
7562,31666,8679,7510,8723
7579,31331,8467,6957,8472
7595,31192,8476,6568,8540
7612,31013,8505,6421,8493
7629,30879,8492,6251,8456
7645,30954,8561,6192,8609
7662,30789,8486,6203,8542
7679,30713,8418,5999,8363
7695,30817,8431,6047,8479
7712,30872,8506,6242,8503
7729,30963,8531,6368,8523
7745,31194,8672,6568,8724
7762,31134,8629,6726,8699
7779,31121,8587,6586,8536
7795,31245,8635,6643,8674
7812,31279,8702,6790,8707
7829,31300,8738,6807,8715
7845,31464,8871,6900,8912
7862,31350,8784,6955,8850
7879,31312,8720,6805,8677
7895,31446,8765,6894,8799
7912,31513,8828,7096,8837
7929,31602,8883,7218,8859
7945,31831,9064,7418,9083
7962,31779,8994,7527,9074
7979,31790,8988,7438,8937
7995,31959,9060,7586,9076
8012,32030,9121,7766,9121
8029,32127,9190,7882,9161
8045,32366,9386,8072,9406
8062,32313,9328,8168,9407
8079,32320,9349,8075,9283
8096,32510,9476,8239,9476
8111,32608,9559,8418,9549
8128,32750,9678,8583,9644
8145,33032,9864,8874,9913
