Tiempo (ms);IR;AMB_IR;RED;AMB_RED
0;0;0;65521;0
16;40382;11421;65521;11350
33;40478;11499;65521;11422
50;40582;11584;65521;11497
66;40679;11640;65521;11563
83;40764;11694;65521;11613
100;40786;11719;65521;11642
116;40786;11733;65521;11662
133;40815;11756;65521;11668
150;40866;11779;65521;11698
166;40913;11828;65521;11743
183;40951;11865;65521;11779
200;40940;11893;65521;11806
216;40897;11907;65521;11827
233;40835;11926;65521;11842
250;40825;11950;65521;11872
267;40861;11980;65521;11906
283;40930;12020;65521;11939
300;40962;12045;65521;11963
317;40966;12061;65521;11981
333;40975;12078;65521;11990
350;40985;12089;65521;12008
367;41024;12117;65521;12033
383;41079;12117;65521;12046
400;41094;12113;65521;12036
417;41076;12082;65521;11998
433;41058;12041;65521;11967
450;41043;12015;65521;11934
467;41043;12010;65521;11933
483;41082;12036;65521;11950
500;41133;12062;65521;11979
517;41186;12074;65521;11995
533;41237;12090;65521;12006
550;41252;12102;65521;12019
567;41280;12122;65521;12032
583;41306;12134;65521;12050
600;41336;12147;65521;12060
617;41361;12150;65521;12068
633;41386;12154;65521;12063
650;41412;12150;65521;12062
667;41406;12158;65521;12068
683;41423;12159;65521;12073
700;41433;12162;65521;12081
717;41463;12169;65521;12091
733;41504;12195;65521;12107
750;41549;12206;65521;12121
767;41570;12216;65521;12131
783;41587;12217;65521;12126
800;41586;12204;65521;12120
817;41592;12198;65521;12108
833;41562;12174;65521;12090
850;41543;12170;65521;12082
867;41495;12172;65521;12084
883;41462;12180;65521;12092
900;41435;12185;65521;12101
917;41397;12176;65521;12104
933;41381;12187;65521;12100
950;41375;12197;65521;12108
967;41388;12199;65521;12120
983;41413;12224;65521;12130
999;41451;12229;65521;12150
1016;41483;12240;65521;12152
1033;41529;12246;65521;12167
1049;41565;12246;65521;12166
1066;41564;12245;65521;12166
1083;41559;12239;65521;12158
1099;41555;12231;65521;12156
1116;41556;12231;65521;12143
1133;41581;12228;65521;12141
1149;41599;12231;65521;12150
1166;41614;12237;65521;12153
1183;41598;12248;65521;12159
1199;41604;12255;65521;12166
1216;41626;12267;65521;12179
1233;41686;12281;65521;12201
1249;41744;12302;65521;12218
1266;41764;12314;65521;12224
1283;41771;12325;65521;12234
1299;41772;12327;65521;12237
1316;41816;12336;65521;12253
1333;41863;12346;65521;12257
1349;41889;12349;65521;12264
1366;41901;12360;65521;12273
1383;41926;12364;65521;12279
1399;41933;12359;65521;12276
1416;41922;12354;65521;12271
1433;41927;12356;65521;12265
1449;41934;12351;65521;12267
1466;41954;12355;65521;12270
1483;41961;12356;65521;12270
1499;41967;12356;65521;12269
1516;41975;12351;65521;12268
1533;41975;12354;65521;12270
1549;41960;12351;65521;12268
1566;41959;12356;65521;12267
1583;41936;12356;65521;12271
1599;41896;12357;65521;12269
1616;41838;12349;65521;12260
1633;41799;12334;65521;12254
1649;41791;12338;65521;12255
1666;41784;12338;65521;12252
1683;41815;12342;65521;12262
1699;41837;12343;65521;12258
1716;41852;12336;65521;12256
1733;41868;12334;65521;12246
1749;41879;12320;65521;12244
1766;41895;12322;65521;12239
1783;41894;12317;65521;12234
1799;41899;12314;65521;12226
1816;41891;12302;65521;12224
1833;41905;12300;65521;12207
1849;41918;12296;65521;12208
1866;41933;12302;65521;12219
1883;41957;12307;65521;12224
1899;41968;12305;65521;12219
1916;41982;12299;65521;12216
1933;41975;12287;65521;12202
1950;41967;12284;65521;12199
1966;41992;12288;65521;12203
1983;42026;12293;65521;12210
2000;42037;12296;65521;12207
2015;42037;12292;65521;12201
2032;42024;12276;65521;12197
2049;42049;12283;65521;12194
2065;42063;12275;65521;12198
2082;42075;12277;65521;12191
2099;42079;12279;65521;12189
2115;42081;12266;65521;12190
2132;42085;12269;65521;12185
2149;42089;12264;65521;12182
2165;42105;12265;65521;12180
2182;42121;12262;65521;12170
2199;42118;12247;65521;12172
2215;42105;12245;65521;12164
2232;42092;12236;65521;12150
2249;42087;12243;65521;12155
2265;42087;12236;65521;12153
2282;42067;12243;65521;12160
2299;42007;12237;65521;12151
2315;41957;12222;65521;12139
2332;41920;12209;65521;12123
2349;41906;12211;65521;12117
2365;41909;12208;65521;12127
2382;41955;12216;65521;12135
2399;41985;12223;65521;12138
2415;41988;12213;65521;12129
2432;42002;12209;65521;12123
2449;42006;12205;65521;12117
2465;42011;12194;65521;12113
2482;42022;12195;65521;12099
2499;42019;12175;65521;12096
2515;42017;12167;65521;12086
2532;41985;12150;65521;12060
2549;41981;12140;65521;12053
2565;41993;12150;65521;12058
2582;42013;12153;65521;12067
2599;42045;12151;65521;12070
2615;42036;12146;65521;12062
2632;42029;12142;65521;12057
2649;42023;12139;65521;12053
2665;42060;12140;65521;12059
2682;42075;12151;65521;12070
2699;42089;12153;65521;12067
2715;42098;12144;65521;12056
2732;42086;12132;65521;12057
2749;42080;12134;65521;12048
2765;42099;12134;65521;12054
2782;42116;12137;65521;12051
2799;42121;12132;65521;12055
2815;42117;12127;65521;12043
2832;42118;12123;65521;12037
2849;42127;12126;65521;12037
2865;42135;12125;65521;12043
2882;42152;12131;65521;12043
2899;42145;12121;65521;12042
2916;42128;12129;65521;12035
2932;42110;12120;65521;12030
2949;42103;12125;65521;12038
2966;42065;12135;65521;12041
2982;42018;12131;65521;12036
2999;41963;12117;65521;12031
3016;41920;12106;65521;12023
3031;41898;12100;65521;12014
3048;41923;12107;65521;12024
3065;41965;12121;65521;12030
3081;41994;12124;65521;12036
3098;41995;12122;65521;12030
3115;42004;12102;65521;12021
3131;41997;12105;65521;12021
3148;42004;12100;65521;12014
3165;42033;12112;65521;12023
3181;42064;12113;65521;12029
3198;42082;12109;65521;12028
3215;42085;12095;65521;12005
3231;42087;12084;65521;11993
3248;42108;12084;65521;11994
3265;42111;12083;65521;12000
3281;42124;12081;65521;11998
3298;42121;12074;65521;11988
3315;42116;12068;65521;11979
3331;42104;12057;65521;11970
3348;42111;12059;65521;11972
3365;42147;12064;65521;11976
3381;42176;12063;65521;11980
3398;42168;12065;65521;11981
3415;42166;12048;65521;11969
3431;42158;12039;65521;11951
3448;42159;12031;65521;11943
3465;42175;12029;65521;11940
3481;42208;12028;65521;11936
3498;42224;12042;65521;11960
3515;42258;12040;65521;11966
3531;42269;12047;65521;11967
3548;42262;12047;65521;11954
3565;42245;12046;65521;11955
3581;42257;12046;65521;11965
