Tiempo (ms),IR,AMB_IR,RED,AMB_RED
0,0,0,65521,0
16,65521,17478,65521,17630
33,65521,17458,65521,17586
50,65521,17461,65521,17616
66,65521,17463,65521,17613
83,65521,17466,65521,17652
100,65521,17470,65521,17625
116,65521,17502,65521,17663
133,65521,17533,65521,17677
150,65521,17601,65521,17762
167,65521,17680,65521,17835
183,65521,17788,65521,17954
200,65521,17871,65521,18041
217,65521,17991,65521,18164
233,65521,18128,65521,18284
250,65521,18332,65521,18497
267,65521,18596,65521,18774
283,65521,18831,65521,19003
300,65521,18919,65521,19096
317,65521,18945,65521,19129
333,65521,18940,65521,19115
350,65521,18973,65521,19162
367,65521,19013,65521,19189
383,65521,19031,65521,19241
400,65521,19045,65521,19234
417,65521,19061,65521,19246
433,65521,19089,65521,19275
450,65521,19148,65521,19306
467,65521,19176,65521,19371
483,65521,19173,65521,19389
500,65521,19142,65521,19355
517,65521,19105,65521,19293
533,65521,19088,65521,19253
550,65521,19131,65521,19284
567,65521,19167,65521,19344
583,65521,19184,65521,19393
600,65521,19166,65521,19385
617,65521,19140,65521,19324
633,65521,19159,65521,19330
650,65521,19226,65521,19413
667,65521,19341,65521,19523
683,65521,19467,65521,19667
700,65521,19470,65521,19699
717,65521,19459,65521,19661
733,65521,19457,65521,19653
750,65521,19547,65521,19737
767,65521,19591,65521,19791
783,65521,19590,65521,19823
800,65521,19578,65521,19800
817,65521,19623,65521,19831
833,65521,19668,65521,19865
850,65521,19697,65521,19884
867,65521,19677,65521,19879
883,65521,19675,65521,19890
900,65521,19653,65521,19885
917,65521,19687,65521,19902
933,65521,19709,65521,19910
950,65521,19771,65521,19949
967,65521,19803,65521,19996
983,65521,19837,65521,20066
999,65521,19840,65521,20043
1016,65521,19833,65521,20027
1033,65521,19807,65521,20019
1049,65521,19850,65521,20064
1066,65521,19902,65521,20127
1083,65521,19958,65521,20178
1099,65521,19957,65521,20154
1116,65521,19951,65521,20147
1133,65521,19931,65521,20139
1149,65521,19952,65521,20158
1166,65521,19969,65521,20195
1183,65521,20022,65521,20239
1199,65521,20017,65521,20236
1216,65521,20018,65521,20237
1233,65521,19968,65521,20172
1249,65521,19967,65521,20184
1266,65521,19975,65521,20181
1283,65521,20037,65521,20250
1299,65521,20055,65521,20261
1316,65521,20046,65521,20256
1333,65521,20021,65521,20251
1349,65521,20056,65521,20266
1366,65521,20089,65521,20300
