Tiempo (ms);IR;AMB_IR;RED;AMB_RED
5447;30973;674;3044;652
5463;30997;671;3063;655
5480;31022;676;3084;651
5497;31049;688;3137;665
5513;31050;682;3164;648
5530;31019;651;3096;625
5547;30937;662;2989;643
5563;30815;659;2768;650
5580;30676;664;2546;631
5597;30540;671;2387;652
5613;30442;667;2230;630
5630;30376;635;2131;608
5647;30361;637;2107;620
5663;30372;645;2124;627
5680;30401;652;2152;623
5697;30434;661;2215;643
5713;30452;655;2272;627
5730;30472;629;2296;607
5747;30513;632;2367;619
5763;30553;644;2424;628
5780;30590;658;2464;630
5797;30611;666;2503;647
5813;30614;665;2521;639
5830;30600;638;2494;622
5847;30598;639;2494;629
5863;30618;648;2499;639
5880;30630;660;2513;638
5897;30654;676;2550;655
5913;30657;671;2590;642
5930;30667;644;2601;627
5947;30703;642;2643;634
5963;30732;654;2677;644
5980;30767;666;2704;640
5997;30783;675;2749;654
6014;30787;675;2770;643
6030;30788;648;2754;634
6047;30806;651;2778;632
6064;30839;656;2823;647
6079;30863;666;2867;656
6096;30888;675;2910;660
6113;30903;661;2928;648
6129;30913;645;2943;636
6146;30934;652;2984;635
6163;30959;668;3004;650
6179;30953;669;2988;662
6196;30891;679;2872;658
6213;30744;660;2669;643
6229;30589;644;2449;626
6246;30468;640;2248;628
6263;30387;656;2145;638
6279;30350;654;2078;645
6296;30336;664;2053;651
6313;30333;655;2056;640
6329;30337;634;2071;626
6346;30365;641;2116;627
6363;30409;650;2178;640
6379;30445;656;2246;644
6396;30488;666;2308;650
6413;30516;655;2339;637
6429;30512;634;2356;619
6446;30535;639;2400;621
6463;30551;652;2414;637
6479;30564;658;2407;644
6496;30570;668;2430;648
6513;30569;651;2433;640
6529;30563;635;2434;621
6546;30586;644;2461;627
6563;30609;649;2500;635
6579;30636;657;2536;649
6596;30673;668;2606;653
6613;30696;653;2634;640
6629;30707;641;2655;629
6646;30731;648;2713;622
6663;30763;654;2744;640
6679;30799;667;2766;656
6696;30823;680;2826;658
6713;30834;671;2838;644
6729;30837;648;2854;629
6746;30858;652;2901;637
6763;30886;658;2930;645
6779;30914;665;2956;657
6796;30949;678;3021;662
6813;30962;673;3042;648
6829;30963;645;3048;630
6846;30967;658;3060;634
6863;30923;659;2997;647
6879;30829;665;2799;660
6896;30694;678;2621;662
6913;30554;672;2428;651
6929;30451;645;2266;635
6946;30402;653;2209;634
6963;30387;656;2192;644
6979;30405;655;2199;649
6996;30434;677;2261;659
7013;30460;674;2298;649
7030;30476;647;2329;633
7046;30518;651;2403;637
7063;30563;656;2459;643
7080;30603;661;2512;652
7095;30639;678;2567;660
7112;30633;656;2590;644
7129;30635;647;2594;629
7145;30649;652;2612;639
7162;30657;657;2613;643
7179;30670;675;2630;653
7195;30688;676;2653;663
7212;30683;656;2668;646
7229;30700;652;2688;632
7245;30722;651;2736;636
7262;30753;664;2769;646
7279;30801;676;2824;659
7295;30827;679;2867;655
7312;30829;664;2886;647
7329;30836;651;2900;635
7345;30861;655;2934;635
7362;30889;663;2975;648
7379;30922;676;3015;655
7395;30949;678;3048;661
7412;30949;662;3067;649
7429;30962;655;3090;631
7445;30994;661;3129;642
7462;31020;660;3163;643
